[299/800] Game 287: 1/2-1/2, 188 positions, 142.2s, 1.3 moves/s
[300/800] Game 292: 1-0, 159 positions, 120.9s, 1.3 moves/s
[301/800] Game 305: 1/2-1/2, 93 positions, 65.6s, 1.4 moves/s
[302/800] Game 300: 0-1, 114 positions, 89.5s, 1.3 moves/s
[303/800] Game 303: 1-0, 131 positions, 93.1s, 1.4 moves/s
[304/800] Game 306: 1/2-1/2, 128 positions, 92.0s, 1.4 moves/s
[305/800] Game 304: 1-0, 141 positions, 99.4s, 1.4 moves/s
[306/800] Game 318: 1/2-1/2, 89 positions, 63.4s, 1.4 moves/s
[307/800] Game 310: 0-1, 134 positions, 94.2s, 1.4 moves/s
[308/800] Game 316: 1-0, 85 positions, 73.0s, 1.2 moves/s
[309/800] Game 307: 0-1, 168 positions, 115.5s, 1.5 moves/s
[310/800] Game 312: 0-1, 122 positions, 95.1s, 1.3 moves/s
[311/800] Game 309: 1-0, 155 positions, 118.0s, 1.3 moves/s
[312/800] Game 322: 1/2-1/2, 93 positions, 77.5s, 1.2 moves/s
[313/800] Game 302: 1-0, 193 positions, 146.9s, 1.3 moves/s
[314/800] Game 313: 1-0, 151 positions, 116.0s, 1.3 moves/s
[315/800] Game 308: 1-0, 165 positions, 132.0s, 1.3 moves/s
[316/800] Game 311: 1-0, 153 positions, 121.3s, 1.3 moves/s
[317/800] Game 332: 1/2-1/2, 68 positions, 46.0s, 1.5 moves/s
[318/800] Game 314: 1-0, 151 positions, 125.6s, 1.2 moves/s
[319/800] Game 324: 0-1, 132 positions, 103.4s, 1.3 moves/s
[320/800] Game 326: 1/2-1/2, 117 positions, 92.3s, 1.3 moves/s
[321/800] Game 328: 1-0, 95 positions, 74.5s, 1.3 moves/s
[322/800] Game 317: 0-1, 146 positions, 118.2s, 1.2 moves/s
[323/800] Game 319: 0-1, 146 positions, 118.7s, 1.2 moves/s
[324/800] Game 325: 1-0, 149 positions, 107.1s, 1.4 moves/s
[325/800] Game 321: 1-0, 165 positions, 116.2s, 1.4 moves/s
[326/800] Game 320: 1/2-1/2, 151 positions, 119.1s, 1.3 moves/s
[327/800] Game 327: 1-0, 117 positions, 92.6s, 1.3 moves/s
[328/800] Game 323: 1-0, 165 positions, 129.1s, 1.3 moves/s
[329/800] Game 329: 1-0, 117 positions, 94.4s, 1.2 moves/s
[330/800] Game 336: 1/2-1/2, 80 positions, 59.6s, 1.3 moves/s
[331/800] Game 315: 1/2-1/2, 212 positions, 157.2s, 1.3 moves/s
[332/800] Game 346: 1-0, 57 positions, 41.2s, 1.4 moves/s
[333/800] Game 345: 1/2-1/2, 51 positions, 43.1s, 1.2 moves/s
[334/800] Game 334: 1-0, 109 positions, 90.9s, 1.2 moves/s
